Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"PTC","PTC INC","IT","Aktien","7.619.839,89","0,04","7.619.839,89","39.378,00","193,51","Vereinigte Staaten","NASDAQ","USD"
"VRSN","VERISIGN INC","IT","Aktien","7.607.378,65","0,04","7.607.378,65","27.035,00","281,39","Vereinigte Staaten","NASDAQ","USD"
"TEAM","ATLASSIAN CORP CLASS A","IT","Aktien","7.603.452,58","0,04","7.603.452,58","40.658,00","187,01","Vereinigte Staaten","NASDAQ","USD"
"6367","DAIKIN INDUSTRIES LTD","Industrie","Aktien","7.593.166,63","0,04","7.593.166,63","58.600,00","129,58","Japan","Tokyo Stock Exchange","JPY"
"FNV","FRANCO NEVADA CORP","Materialien","Aktien","7.581.635,73","0,04","7.581.635,73","47.551,00","159,44","Kanada","Toronto Stock Exchange","CAD"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Aktien","7.570.185,59","0,04","7.570.185,59","357.100,00","21,20","Japan","Tokyo Stock Exchange","JPY"
"XYL","XYLEM INC","Industrie","Aktien","7.567.469,55","0,04","7.567.469,55","57.789,00","130,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"005380","HYUNDAI MOTOR","Zyklische Konsumgüter ","Aktien","7.530.541,85","0,03","7.530.541,85","49.812,00","151,18","Korea","Korea Exchange (Stock Market)","KRW"
"HUM","HUMANA INC","Gesundheitsversorgung","Aktien","7.445.335,59","0,03","7.445.335,59","32.277,00","230,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AHT","ASHTEAD GROUP PLC","Industrie","Aktien","7.404.956,80","0,03","7.404.956,80","113.518,00","65,23","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADM","ARCHER DANIELS MIDLAND","Nichtzyklische Konsumgüter","Aktien","7.400.527,88","0,03","7.400.527,88","134.702,00","54,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","7.372.616,76","0,03","7.372.616,76","69.876,00","105,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4901","FUJIFILM HOLDINGS CORP","IT","Aktien","7.362.573,20","0,03","7.362.573,20","360.700,00","20,41","Japan","Tokyo Stock Exchange","JPY"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrie","Aktien","7.350.786,08","0,03","7.350.786,08","31.256,00","235,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HPQ","HP INC","IT","Aktien","7.352.023,24","0,03","7.352.023,24","289.222,00","25,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STZ","CONSTELLATION BRANDS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","7.337.704,66","0,03","7.337.704,66","42.614,00","172,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTB","M&T BANK CORP","Financials","Aktien","7.326.506,26","0,03","7.326.506,26","36.286,00","201,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BRO","BROWN & BROWN INC","Financials","Aktien","7.292.839,75","0,03","7.292.839,75","68.317,00","106,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2308","DELTA ELECTRONICS INC","IT","Aktien","7.291.626,73","0,03","7.291.626,73","441.000,00","16,53","Taiwan","Taiwan Stock Exchange","TWD"
"BMW","BMW AG","Zyklische Konsumgüter ","Aktien","7.260.394,26","0,03","7.260.394,26","72.551,00","100,07","Deutschland","Xetra","EUR"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Aktien","7.261.279,43","0,03","7.261.279,43","189.578,00","38,30","Schweden","Nasdaq Omx Nordic","SEK"
"JBL","JABIL INC","IT","Aktien","7.249.841,08","0,03","7.249.841,08","32.654,00","222,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","IT","Aktien","7.247.865,82","0,03","7.247.865,82","44.278,00","163,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KFH","KUWAIT FINANCE HOUSE","Financials","Aktien","7.242.708,03","0,03","7.242.708,03","2.727.165,00","2,66","Kuwait","Kuwait Stock Exchange","KWD"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Aktien","7.240.387,68","0,03","7.240.387,68","82.427,00","87,84","Vereinigte Staaten","NASDAQ","USD"
"2802","AJINOMOTO INC","Nichtzyklische Konsumgüter","Aktien","7.205.325,55","0,03","7.205.325,55","273.100,00","26,38","Japan","Tokyo Stock Exchange","JPY"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Aktien","7.186.340,83","0,03","7.186.340,83","377.728,00","19,03","Israel","Tel Aviv Stock Exchange","ILS"
"DOV","DOVER CORP","Industrie","Aktien","7.157.236,14","0,03","7.157.236,14","37.881,00","188,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8002","MARUBENI CORP","Industrie","Aktien","7.156.197,20","0,03","7.156.197,20","352.700,00","20,29","Japan","Tokyo Stock Exchange","JPY"
"NOKIA","NOKIA","IT","Aktien","7.141.940,59","0,03","7.141.940,59","1.430.355,00","4,99","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"6146","DISCO CORP","IT","Aktien","7.141.770,43","0,03","7.141.770,43","24.100,00","296,34","Japan","Tokyo Stock Exchange","JPY"
"ZS","ZSCALER INC","IT","Aktien","7.129.052,70","0,03","7.129.052,70","24.605,00","289,74","Vereinigte Staaten","NASDAQ","USD"
"CPAY","CORPAY INC","Financials","Aktien","7.089.543,45","0,03","7.089.543,45","21.855,00","324,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3711","ASE TECHNOLOGY HOLDING LTD","IT","Aktien","7.086.128,99","0,03","7.086.128,99","1.380.000,00","5,13","Taiwan","Taiwan Stock Exchange","TWD"
"KBC","KBC GROEP","Financials","Aktien","7.085.499,87","0,03","7.085.499,87","66.895,00","105,92","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"IQV","IQVIA HOLDINGS INC","Gesundheitsversorgung","Aktien","7.071.218,00","0,03","7.071.218,00","43.435,00","162,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Versorger","Aktien","7.061.744,74","0,03","7.061.744,74","206.062,00","34,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Aktien","7.050.737,20","0,03","7.050.737,20","125.710,00","56,09","Kanada","Toronto Stock Exchange","CAD"
"LULU","LULULEMON ATHLETICA INC","Zyklische Konsumgüter ","Aktien","7.042.558,27","0,03","7.042.558,27","29.777,00","236,51","Vereinigte Staaten","NASDAQ","USD"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Aktien","7.032.092,85","0,03","7.032.092,85","18.905,00","371,97","Vereinigte Staaten","NASDAQ","USD"
"NSIS B","NOVOZYMES B","Materialien","Aktien","7.028.527,98","0,03","7.028.527,98","98.844,00","71,11","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","7.010.891,16","0,03","7.010.891,16","22.813,00","307,32","Vereinigte Staaten","NASDAQ","USD"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Aktien","7.002.481,11","0,03","7.002.481,11","102.389,00","68,39","Israel","Tel Aviv Stock Exchange","ILS"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Aktien","6.988.290,32","0,03","6.988.290,32","5.275,00","1.324,79","Schweiz","SIX Swiss Exchange","CHF"
"HKD","HKD CASH","Cash und/oder Derivate","Geldmarkt","6.986.109,71","0,03","6.986.109,71","54.840.961,00","12,74","Hongkong","-","HKD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","6.972.244,40","0,03","6.972.244,40","34.540,00","201,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ASSA B","ASSA ABLOY B","Industrie","Aktien","6.952.109,58","0,03","6.952.109,58","218.729,00","31,78","Schweden","Nasdaq Omx Nordic","SEK"
"ALL","ARISTOCRAT LEISURE LTD","Zyklische Konsumgüter ","Aktien","6.946.424,84","0,03","6.946.424,84","156.275,00","44,45","Australien","Asx - All Markets","AUD"
"ORA","ORANGE SA","Kommunikation","Aktien","6.946.427,71","0,03","6.946.427,71","457.307,00","15,19","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DLTR","DOLLAR TREE INC","Nichtzyklische Konsumgüter","Aktien","6.925.112,64","0,03","6.925.112,64","63.324,00","109,36","Vereinigte Staaten","NASDAQ","USD"
"CDW","CDW CORP","IT","Aktien","6.892.632,04","0,03","6.892.632,04","38.858,00","177,38","Vereinigte Staaten","NASDAQ","USD"
"MTD","METTLER TOLEDO INC","Gesundheitsversorgung","Aktien","6.878.486,60","0,03","6.878.486,60","5.620,00","1.223,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6301","KOMATSU LTD","Industrie","Aktien","6.876.354,63","0,03","6.876.354,63","209.800,00","32,78","Japan","Tokyo Stock Exchange","JPY"
"PCG","PG&E CORP","Versorger","Aktien","6.872.918,80","0,03","6.872.918,80","512.140,00","13,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Aktien","6.855.781,43","0,03","6.855.781,43","394.237,00","17,39","Vereinigte Staaten","NASDAQ","USD"
"ATCO B","ATLAS COPCO CLASS B","Industrie","Aktien","6.849.037,79","0,03","6.849.037,79","467.169,00","14,66","Schweden","Nasdaq Omx Nordic","SEK"
"SYF","SYNCHRONY FINANCIAL","Financials","Aktien","6.849.734,88","0,03","6.849.734,88","97.008,00","70,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKL","MARKEL GROUP INC","Financials","Aktien","6.841.112,00","0,03","6.841.112,00","3.460,00","1.977,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NTR","NUTRIEN LTD","Materialien","Aktien","6.834.507,56","0,03","6.834.507,56","112.187,00","60,92","Kanada","Toronto Stock Exchange","CAD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrie","Aktien","6.799.442,20","0,03","6.799.442,20","773.073,00","8,80","Australien","Asx - All Markets","AUD"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Aktien","6.801.349,99","0,03","6.801.349,99","46.139,00","147,41","Vereinigte Staaten","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","6.788.417,22","0,03","6.788.417,22","47.034,00","144,33","Vereinigte Staaten","NASDAQ","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aktien","6.779.418,24","0,03","6.779.418,24","327.192,00","20,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ASM","ASM INTERNATIONAL NV","IT","Aktien","6.773.743,33","0,03","6.773.743,33","11.038,00","613,67","Niederlande","Euronext Amsterdam","EUR"
"DRI","DARDEN RESTAURANTS INC","Zyklische Konsumgüter ","Aktien","6.767.752,86","0,03","6.767.752,86","32.329,00","209,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Aktien","6.763.694,27","0,03","6.763.694,27","1.036.000,00","6,53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CCL","CARNIVAL CORP","Zyklische Konsumgüter ","Aktien","6.756.308,40","0,03","6.756.308,40","235.740,00","28,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RWE","RWE AG","Versorger","Aktien","6.685.864,40","0,03","6.685.864,40","157.466,00","42,46","Deutschland","Xetra","EUR"
"EXPE","EXPEDIA GROUP INC","Zyklische Konsumgüter ","Aktien","6.684.312,36","0,03","6.684.312,36","36.399,00","183,64","Vereinigte Staaten","NASDAQ","USD"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Immobilien","Aktien","6.674.697,13","0,03","6.674.697,13","3.866.794,00","1,73","Singapur","Singapore Exchange","SGD"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Aktien","6.655.063,09","0,03","6.655.063,09","764.439,00","8,71","Mexiko","Bolsa Mexicana De Valores","MXN"
"000270","KIA CORPORATION CORP","Zyklische Konsumgüter ","Aktien","6.651.620,45","0,03","6.651.620,45","90.790,00","73,26","Korea","Korea Exchange (Stock Market)","KRW"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Aktien","6.646.787,83","0,03","6.646.787,83","28.283,00","235,01","Vereinigte Staaten","Cboe BZX","USD"
"WAT","WATERS CORP","Gesundheitsversorgung","Aktien","6.636.472,55","0,03","6.636.472,55","18.805,00","352,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMRZ","AMRIZE AG","Materialien","Aktien","6.623.524,98","0,03","6.623.524,98","130.852,00","50,62","Schweiz","SIX Swiss Exchange","CHF"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Immobilien","Aktien","6.618.040,00","0,03","6.618.040,00","28.925,00","228,80","Vereinigte Staaten","NASDAQ","USD"
"9888","BAIDU CLASS A INC","Kommunikation","Aktien","6.612.743,18","0,03","6.612.743,18","600.116,00","11,02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RIO","RIO TINTO LTD","Materialien","Aktien","6.610.746,04","0,03","6.610.746,04","90.519,00","73,03","Australien","Asx - All Markets","AUD"
"LH","LABCORP HOLDINGS INC","Gesundheitsversorgung","Aktien","6.569.499,16","0,03","6.569.499,16","26.318,00","249,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPG","PPG INDUSTRIES INC","Materialien","Aktien","6.537.598,20","0,03","6.537.598,20","55.734,00","117,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"QNBK","QATAR NATIONAL BANK","Financials","Aktien","6.529.105,33","0,03","6.529.105,33","1.358.427,00","4,81","Qatar","Qatar Exchange","QAR"
"VTR","VENTAS REIT INC","Immobilien","Aktien","6.526.937,67","0,03","6.526.937,67","100.771,00","64,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"K","KELLANOVA","Nichtzyklische Konsumgüter","Aktien","6.519.164,16","0,03","6.519.164,16","82.064,00","79,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PHM","PULTEGROUP INC","Zyklische Konsumgüter ","Aktien","6.496.363,77","0,03","6.496.363,77","56.851,00","114,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2881","FUBON FINANCIAL HOLDING LTD","Financials","Aktien","6.482.691,85","0,03","6.482.691,85","2.292.644,00","2,83","Taiwan","Taiwan Stock Exchange","TWD"
"OTP","OTP BANK","Financials","Aktien","6.474.152,00","0,03","6.474.152,00","79.252,00","81,69","Ungarn","Budapest Stock Exchange","HUF"
"EME","EMCOR GROUP INC","Industrie","Aktien","6.461.650,98","0,03","6.461.650,98","11.659,00","554,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IP","INTERNATIONAL PAPER","Materialien","Aktien","6.461.943,36","0,03","6.461.943,36","123.296,00","52,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"035420","NAVER CORP","Kommunikation","Aktien","6.460.846,02","0,03","6.460.846,02","35.135,00","183,89","Korea","Korea Exchange (Stock Market)","KRW"
"ON","ON SEMICONDUCTOR CORP","IT","Aktien","6.421.273,65","0,03","6.421.273,65","107.505,00","59,73","Vereinigte Staaten","NASDAQ","USD"
"DSY","DASSAULT SYSTEMES","IT","Aktien","6.419.936,93","0,03","6.419.936,93","173.301,00","37,04","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrie","Aktien","6.417.390,98","0,03","6.417.390,98","132.817,00","48,32","Deutschland","Xetra","EUR"
"EMAAR","EMAAR PROPERTIES","Immobilien","Aktien","6.413.439,86","0,03","6.413.439,86","1.658.913,00","3,87","Ver. Arabische Emirate","Dubai Financial Market","AED"
"WDC","WESTERN DIGITAL CORP","IT","Aktien","6.364.453,78","0,03","6.364.453,78","96.227,00","66,14","Vereinigte Staaten","NASDAQ","USD"
"4578","OTSUKA HOLDINGS LTD","Gesundheitsversorgung","Aktien","6.355.647,54","0,03","6.355.647,54","140.000,00","45,40","Japan","Tokyo Stock Exchange","JPY"
"WOW","WOOLWORTHS GROUP LTD","Nichtzyklische Konsumgüter","Aktien","6.319.643,66","0,03","6.319.643,66","309.126,00","20,44","Australien","Asx - All Markets","AUD"
"HUBS","HUBSPOT INC","IT","Aktien","6.302.773,94","0,03","6.302.773,94","12.022,00","524,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EQR","EQUITY RESIDENTIAL REIT","Immobilien","Aktien","6.300.634,65","0,03","6.300.634,65","94.335,00","66,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4452","KAO CORP","Nichtzyklische Konsumgüter","Aktien","6.294.155,33","0,03","6.294.155,33","140.600,00","44,77","Japan","Tokyo Stock Exchange","JPY"
"ACA","CREDIT AGRICOLE SA","Financials","Aktien","6.286.257,21","0,03","6.286.257,21","335.991,00","18,71","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Nichtzyklische Konsumgüter","Aktien","6.282.777,36","0,03","6.282.777,36","624.172,00","10,07","Mexiko","Bolsa Mexicana De Valores","MXN"
"EBS","ERSTE GROUP BANK AG","Financials","Aktien","6.275.636,42","0,03","6.275.636,42","72.573,00","86,47","Österreich","Wiener Boerse Ag","EUR"
"STT","STATE STREET CORP","Financials","Aktien","6.210.299,04","0,03","6.210.299,04","56.684,00","109,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2412","CHUNGHWA TELECOM LTD","Kommunikation","Aktien","6.187.268,93","0,03","6.187.268,93","1.385.000,00","4,47","Taiwan","Taiwan Stock Exchange","TWD"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Aktien","6.154.253,72","0,03","6.154.253,72","825.600,00","7,45","Japan","Tokyo Stock Exchange","JPY"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","6.145.793,01","0,03","6.145.793,01","48.811,00","125,91","Vereinigte Staaten","NASDAQ","USD"
"SNA","SNAP ON INC","Industrie","Aktien","6.123.067,17","0,03","6.123.067,17","19.281,00","317,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RI","PERNOD RICARD SA","Nichtzyklische Konsumgüter","Aktien","6.113.405,56","0,03","6.113.405,56","55.183,00","110,78","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","6.110.289,36","0,03","6.110.289,36","37.086,00","164,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALDAR","ALDAR PROPERTIES","Immobilien","Aktien","6.094.337,35","0,03","6.094.337,35","2.376.274,00","2,56","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"SW","SMURFIT WESTROCK PLC","Materialien","Aktien","6.091.773,60","0,03","6.091.773,60","129.063,00","47,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAP","CAPGEMINI","IT","Aktien","6.079.136,33","0,03","6.079.136,33","37.028,00","164,18","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"1216","UNI-PRESIDENT ENTERPRISES CORP","Nichtzyklische Konsumgüter","Aktien","6.033.767,90","0,03","6.033.767,90","2.076.071,00","2,91","Taiwan","Taiwan Stock Exchange","TWD"
"LII","LENNOX INTERNATIONAL INC","Industrie","Aktien","6.032.176,15","0,03","6.032.176,15","9.779,00","616,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STMPA","STMICROELECTRONICS NV","IT","Aktien","6.028.121,84","0,03","6.028.121,84","186.374,00","32,34","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Kommunikation","Aktien","6.010.216,36","0,03","6.010.216,36","1.886.000,00","3,19","Singapur","Singapore Exchange","SGD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Kommunikation","Aktien","6.001.736,61","0,03","6.001.736,61","511.657,00","11,73","Vereinigte Staaten","NASDAQ","USD"
"NI","NISOURCE INC","Versorger","Aktien","5.998.218,45","0,03","5.998.218,45","151.585,00","39,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HEIA","HEINEKEN NV","Nichtzyklische Konsumgüter","Aktien","5.996.115,52","0,03","5.996.115,52","67.935,00","88,26","Niederlande","Euronext Amsterdam","EUR"
"DG","DOLLAR GENERAL CORP","Nichtzyklische Konsumgüter","Aktien","5.981.485,52","0,03","5.981.485,52","52.868,00","113,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRMB","TRIMBLE INC","IT","Aktien","5.975.812,93","0,03","5.975.812,93","74.707,00","79,99","Vereinigte Staaten","NASDAQ","USD"
"GEBN","GEBERIT AG","Industrie","Aktien","5.970.209,08","0,03","5.970.209,08","7.656,00","779,81","Schweiz","SIX Swiss Exchange","CHF"
"QBE","QBE INSURANCE GROUP LTD","Financials","Aktien","5.964.582,44","0,03","5.964.582,44","400.074,00","14,91","Australien","Asx - All Markets","AUD"
"VIE","VEOLIA ENVIRON. SA","Versorger","Aktien","5.946.274,31","0,03","5.946.274,31","165.101,00","36,02","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"5108","BRIDGESTONE CORP","Zyklische Konsumgüter ","Aktien","5.931.212,97","0,03","5.931.212,97","144.400,00","41,07","Japan","Tokyo Stock Exchange","JPY"
"SDZ","SANDOZ GROUP AG","Gesundheitsversorgung","Aktien","5.928.921,91","0,03","5.928.921,91","105.792,00","56,04","Schweiz","SIX Swiss Exchange","CHF"
